drug_name,conc,ICaL_IC50,ICaL_h,IK1_IC50,IK1_h,IKs_IC50,IKs_h,INa_IC50,INa_h,INaL_IC50,INaL_h,Ito_IC50,Ito_h,hERG_IC50,hERG_h
terfenadine,4,677.3,0.6947,NA,NA,NA,NA,1741,2.453,14220,0.6906,NA,NA,21.04,0.4502
terfenadine,4,659.3,0.6935,NA,NA,NA,NA,1746,2.513,15270,0.6112,NA,NA,19.31,0.5791
terfenadine,4,685.6,0.659,NA,NA,NA,NA,3655,1.134,11830,0.724,NA,NA,15.93,0.5645
terfenadine,4,733.3,0.6889,NA,NA,NA,NA,1293,4.165,9092,0.8239,NA,NA,17.33,0.5322
terfenadine,4,678,0.6663,NA,NA,NA,NA,2913,1.525,38360,0.5053,NA,NA,16.06,0.5544
terfenadine,4,701.4,0.6905,NA,NA,NA,NA,1871,2.36,30860,0.515,NA,NA,17.96,0.5892
terfenadine,4,773.9,0.615,NA,NA,NA,NA,1252,3.996,15540,0.6863,NA,NA,15.52,0.6364
terfenadine,4,689,0.69,NA,NA,NA,NA,1648,2.123,12130,0.6882,NA,NA,21.74,0.5245
terfenadine,4,726.9,0.6588,NA,NA,NA,NA,1315,3.475,16180,0.6977,NA,NA,10.79,0.4773
terfenadine,4,680.6,0.6306,NA,NA,NA,NA,1135,5.391,119800,0.4131,NA,NA,16.01,0.5214
terfenadine,4,679.3,0.6756,NA,NA,NA,NA,1081,4.699,197100,0.3492,NA,NA,18.21,0.5546
terfenadine,4,570.4,0.7294,NA,NA,NA,NA,1387,3.769,283700,0.3887,NA,NA,18.2,0.5394
terfenadine,4,652.3,0.6489,NA,NA,NA,NA,1192,4.488,365900,0.3253,NA,NA,16.44,0.5823
terfenadine,4,682.9,0.6755,NA,NA,NA,NA,1658,2.798,293900,0.3758,NA,NA,9.249,0.5175
terfenadine,4,720.3,0.6689,NA,NA,NA,NA,2271,1.498,425600,0.328,NA,NA,21.35,0.6539
terfenadine,4,729.6,0.6886,NA,NA,NA,NA,1113,5.89,275900,0.3672,NA,NA,18.51,0.609
terfenadine,4,708.8,0.63,NA,NA,NA,NA,1611,2.445,67860,0.4793,NA,NA,27.39,0.78
terfenadine,4,710.5,0.6688,NA,NA,NA,NA,1179,4.616,50270,0.5136,NA,NA,15.8,0.602
terfenadine,4,745.5,0.6834,NA,NA,NA,NA,1593,2.285,9633,0.8353,NA,NA,16.18,0.5133
terfenadine,4,643,0.6847,NA,NA,NA,NA,1082,6.577,19760,0.6802,NA,NA,13.22,0.6316
terfenadine,4,706.9,0.7154,NA,NA,NA,NA,1059,7.331,12470,0.7728,NA,NA,24.54,0.7198
terfenadine,4,702.3,0.6906,NA,NA,NA,NA,8879,0.8977,31650,0.5305,NA,NA,14.39,0.7225
terfenadine,4,650.3,0.713,NA,NA,NA,NA,3053,1.299,21980,0.6203,NA,NA,14.3,0.5868
terfenadine,4,644.4,0.6911,NA,NA,NA,NA,1046,6.908,11040,0.749,NA,NA,19.37,0.5031
terfenadine,4,693.7,0.6644,NA,NA,NA,NA,1046,6.908,26000,0.6246,NA,NA,29.1,0.5602
terfenadine,4,736.4,0.6549,NA,NA,NA,NA,1272,4.288,66540,0.4536,NA,NA,18.69,0.5687
terfenadine,4,641.3,0.6902,NA,NA,NA,NA,1257,4.474,67160,0.4718,NA,NA,16.45,0.7384
terfenadine,4,715.4,0.6385,NA,NA,NA,NA,1027,6.856,5097,0.9806,NA,NA,21.15,0.708
terfenadine,4,785,0.6253,NA,NA,NA,NA,3474,1.149,4938,1.11,NA,NA,15.98,0.6593
terfenadine,4,746.8,0.6415,NA,NA,NA,NA,3474,1.149,3913,1.186,NA,NA,19.46,0.5048
terfenadine,4,685.6,0.65,NA,NA,NA,NA,1518,2.793,3613,1.243,NA,NA,17.81,0.5683
terfenadine,4,730.8,0.6899,NA,NA,NA,NA,1552,2.729,3915,1.205,NA,NA,19.48,0.6301
terfenadine,4,707.4,0.6192,NA,NA,NA,NA,1236,4.38,3468,1.311,NA,NA,7.766,0.4536
terfenadine,4,653.3,0.6376,NA,NA,NA,NA,1224,5.346,3472,1.308,NA,NA,20.16,0.5948
terfenadine,4,619.3,0.6598,NA,NA,NA,NA,1201,5.276,3680,1.27,NA,NA,15.68,0.6275
terfenadine,4,714.7,0.7124,NA,NA,NA,NA,1639,2.343,3711,1.236,NA,NA,21.92,0.495
terfenadine,4,639.5,0.6725,NA,NA,NA,NA,1184,4.715,3989,1.364,NA,NA,16.01,0.5995
terfenadine,4,686.8,0.7094,NA,NA,NA,NA,1482,2.93,2898,1.449,NA,NA,15.82,0.6738
terfenadine,4,708.4,0.6273,NA,NA,NA,NA,1291,4.051,2574,1.554,NA,NA,15.86,0.5257
terfenadine,4,680.4,0.6324,NA,NA,NA,NA,1593,2.454,3617,1.282,NA,NA,16.98,0.546
terfenadine,4,611.7,0.7444,NA,NA,NA,NA,1858,2.418,2759,1.506,NA,NA,15.83,0.7194
terfenadine,4,596.6,0.6452,NA,NA,NA,NA,1287,3.791,5650,1.032,NA,NA,11.35,0.6082
terfenadine,4,661,0.7351,NA,NA,NA,NA,1330,3.504,118000,0.3629,NA,NA,25.54,0.6359
terfenadine,4,738.2,0.6215,NA,NA,NA,NA,2438,1.508,11150,0.6791,NA,NA,21.93,0.5984
terfenadine,4,697.6,0.6424,NA,NA,NA,NA,1291,3.35,25240,0.5704,NA,NA,15.57,0.3832
terfenadine,4,675.8,0.6184,NA,NA,NA,NA,2177,1.831,11320,0.7538,NA,NA,22.82,0.577
terfenadine,4,715.1,0.6293,NA,NA,NA,NA,2434,1.797,5183,0.9826,NA,NA,15.47,0.6876
terfenadine,4,714.9,0.6334,NA,NA,NA,NA,2573,1.477,9820,0.7764,NA,NA,17.62,0.5705
terfenadine,4,634.3,0.6408,NA,NA,NA,NA,2400,1.725,12680,0.6692,NA,NA,24.75,0.5273
terfenadine,4,679.5,0.6686,NA,NA,NA,NA,2406,1.601,8412,0.9402,NA,NA,22.98,0.5436
terfenadine,4,680.3,0.6134,NA,NA,NA,NA,2406,1.601,3546,1.11,NA,NA,12.65,0.6911
terfenadine,4,677.9,0.7157,NA,NA,NA,NA,1453,3.233,5295,1.027,NA,NA,17.04,0.59
terfenadine,4,647.1,0.6874,NA,NA,NA,NA,996.2,8.323,38930,0.5274,NA,NA,17.62,0.5912
terfenadine,4,629.4,0.7169,NA,NA,NA,NA,996.2,8.323,405100,0.3324,NA,NA,16.29,0.4504
terfenadine,4,672.3,0.7134,NA,NA,NA,NA,961,9.17,466600,0.3223,NA,NA,29.46,0.5897
terfenadine,4,622.7,0.627,NA,NA,NA,NA,961,9.17,427500,0.34,NA,NA,24.5,0.6147
terfenadine,4,664.1,0.7174,NA,NA,NA,NA,961,9.17,16630,0.5996,NA,NA,20.81,0.5369
terfenadine,4,692.8,0.6811,NA,NA,NA,NA,961,9.17,60570,0.5039,NA,NA,14.85,0.5769
terfenadine,4,688.3,0.6956,NA,NA,NA,NA,961,9.17,73240,0.4631,NA,NA,23.57,0.5981
terfenadine,4,666,0.687,NA,NA,NA,NA,985.3,9.431,58590,0.4893,NA,NA,17.09,0.9545
terfenadine,4,780.4,0.6541,NA,NA,NA,NA,1063,6.736,15750,0.7415,NA,NA,14.39,0.7023
terfenadine,4,727.7,0.6458,NA,NA,NA,NA,1018,7.485,6067,1.086,NA,NA,15.16,0.7637
terfenadine,4,706.2,0.639,NA,NA,NA,NA,1121,6.596,57600,0.5396,NA,NA,15.22,0.5638
terfenadine,4,691,0.6805,NA,NA,NA,NA,989.3,9.629,11580,0.701,NA,NA,17.77,0.6296
terfenadine,4,763.6,0.6383,NA,NA,NA,NA,989.3,9.629,10040,0.8015,NA,NA,16.11,0.5743
terfenadine,4,759.6,0.6868,NA,NA,NA,NA,1001,8.942,19290,0.6436,NA,NA,9.384,0.4641
terfenadine,4,695.4,0.6769,NA,NA,NA,NA,1001,8.942,7911,0.8553,NA,NA,11.45,0.5706
terfenadine,4,667,0.6832,NA,NA,NA,NA,972.7,9.701,25660,0.6778,NA,NA,23.97,0.6787
terfenadine,4,769.9,0.6162,NA,NA,NA,NA,972.7,9.701,8673,0.7691,NA,NA,17.19,0.556
